date,tweet,likes_count
2022-02-12,"['happy', 'birthday', ',', 'jared', '!']",8411
2022-02-12,"['the', 'duty', 'of', 'a', 'leader', 'be', 'to', 'serve', 'their', 'people', ',', 'not', 'for', 'the', 'people', 'to', 'serve', 'them']",612172
2022-02-11,"['car', 'should', 'also', 'reverse', 'slightly', 'if', 'it', 'peek', 'into', 'an', 'intersection', '&', 'amp', ';', 'see', 'fast-moving', 'cross-traffic', '(', 'just', 'like', 'a', 'person', 'would', ')']",7278
2022-02-11,['exactly'],9862
2022-02-11,['true'],14740
2022-02-11,"['probably', '250', 't-f', 'by', 'end', 'of', 'year']",26124
2022-02-11,"['later', 'this', 'year', ',', 'remain', 'fussy', 'bit', 'will', 'be', 'go', ',', 'allow', 'deletion', 'of', 'shroud']",7074
2022-02-11,"['true', 'national', 'debt', ',', 'include', 'unfunded', 'entitlement', ',', 'be', 'at', 'least', '$', '60', 'trillion', '–', 'roughly', 'three', 'time', 'the', 'size', 'of', 'the', 'entire', 'us', 'economy', '.', 'something', 'have', 'get', 'to', 'give', '.']",33701
2022-02-11,"['looming', 'disaster', 'for', 'sure']",3973
2022-02-11,"['good', 'question', '!']",20069
2022-02-10,"['human', 'for', 'scale']",8071
2022-02-10,[],291823
2022-02-10,[],80946
2022-02-10,[],252463
2022-02-10,[],40316
2022-02-10,"['tower', 'arm', 'be', 'lift', 'starship', 'onto', 'super', 'heavy', 'booster']",68626
2022-02-10,"['this', 'would', 'generate', 'a', 'lot', 'of', 'goodwill']",2865
2022-02-10,"['🧲', '⛈', '🪦']",16883
2022-02-10,['🖤'],8186
2022-02-10,"['much', 'appreciate', '!']",35261
2022-02-10,"['model', 'x', 'be', 'an', 'extremely', 'difficult', 'car', 'to', 'build', '.', 'most', 'complex', 'passenger', 'car', 'ever', '.', 'limiting', 'factor', 'be', 'interior', 'trim', '.']",4579
2022-02-10,['🤣'],9771
2022-02-10,"['we', 'drop', 'the', 'ball', 'badly', 'regard', 'new', 'model', 'x', 'production', 'ramp', '&', 'amp', ';', 'still', 'haven', '’', 't', 'fully', 'recover', '.', 'was', 'idiotic', 'to', 'stop', 'production', 'of', 'old', 'x', 'in', 'dec', '2020', 'when', 'there', 'be', 'still', 'plenty', 'of', 'demand', '!']",4959
2022-02-09,"['pretty', 'much']",8808
2022-02-09,['🤣'],15798
2022-02-09,"['thanks', ',', 'this', 'make', 'a', 'difference', '!']",13831
2022-02-09,['😎'],59380
2022-02-09,['tesla'],22754
2022-02-08,"['yup', '!']",7384
2022-02-08,"['most', 'news', 'outlet', 'attempt', 'to', 'answer', 'the', 'question', ':', '“', 'what', 'be', 'the', 'worst', 'thing', 'happen', 'on', 'earth', 'today', '?', '”', 'it', '’', 's', 'a', 'big', 'planet', '!', 'obviously', ',', 'some', 'bad', 'thing', 'be', 'happen', 'somewhere', 'at', 'any', 'give', 'time', ',', 'but', 'focus', 'relentlessly', 'on', 'those', 'do', 'not', 'give', 'an', 'accurate', 'picture', 'of', 'reality', '.']",154194
2022-02-08,"['so', 'hard', 'to', 'find', 'out', 'what', '’', 's', 'go', 'on', 'in', 'the', 'world', 'without', 'be', 'bombard', 'with', 'news', 'that', 'make', 'one', 'sad', '&', 'amp', ';', 'angry', '!']",15261
2022-02-08,"['true', ',', 'careless', 'negativity', '(', 'destruction', ')', 'be', 'much', 'harder', 'than', 'thoughtful', 'positivity', '(', 'creation', ')']",7864
2022-02-08,"['sadly', 'true']",7172
2022-02-08,"['that', '’', 's', 'true', 'to', 'some', 'degree', ',', 'but', 'citizen', 'podcasts', 'that', 'aren', '’', 't', 'negative', 'like', 'rogan', ',', 'fridman', ',', 'dodd', ',', 'ted', 'interview', ',', 'etc', 'be', 'very', 'popular', '.', 'maybe', 'part', 'of', 'why', 'traditional', 'medium', 'outlet', 'be', 'so', 'negative', 'be', 'because', 'old', 'habit', 'die', 'hard', '?', 'they', 'so', 'rarely', 'even', 'try', 'to', 'be', 'positive', '.']",27924
2022-02-08,"['🤣', '👍']",16987
2022-02-08,"['not', 'need']",3744
2022-02-08,"['why', 'be', 'the', '“', 'traditional', '”', 'medium', 'such', 'a', 'relentless', 'hatestream', '?', 'real', 'question', '.']",351580
2022-02-08,"['fate', '♥', '️', 'irony']",12018
2022-02-07,"['it', 'be', 'so', 'crazy', '!', 'the', 'insane', 'tweet', 'fud', 'campaign', '&', 'amp', ';', 'press', 'hatestream', 'of', '2017-2019', 'be', 'still', 'easily', 'find', '.']",5480
2022-02-07,"['🎶', 'always', 'look', 'on', 'the', 'bright', 'side', 'of', 'life', '🎶']",259460
2022-02-07,['🤣'],58402
2022-02-07,"['nice', '!']",5131
2022-02-07,['💯'],15680
2022-02-07,['true'],1902
2022-02-07,"['what', 'a', 'hypocrite']",5020
2022-02-07,"['high', 'time', 'we', 'have', 'tunnel', '!']",7326
2022-02-07,"['the', 'boring', 'company', 'just', 'connect', 'resorts', 'world', 'hotel', 'to', 'vegas', 'convention', 'center', '!']",17635
2022-02-07,"['as', 'backdrop', 'go', ',', 'this', 'be', 'a', 'good', 'one']",7923
2022-02-07,"['i', '’', 'm', 'pro', 'vaccination', ',', 'but', 'anti', 'vaccination', 'mandate']",68020
2022-02-06,['agreed'],10053
2022-02-06,"['munro', 'understands']",9624
2022-02-06,"['[', 'satire', ']']",57165
2022-02-06,"['🚬', 'thank', 'you', 'for', 'smoking', '🚬']",161470
2022-02-06,"['tesla', 'model', 's', '&', 'amp', ';', 'x', 'plaid', 'be', 'so', 'fun', '!']",39393
2022-02-06,"['extended', 'track', 'shot', 'of', 'falcon', '9']",29795
2022-02-06,['🤣'],9088
2022-02-06,[],365719
2022-02-05,['!'],6905
2022-02-05,"['all', 'these', 'different', 'standard', 'for', 'electricity', 'be', 'a', 'tax', 'on', 'humanity']",14680
2022-02-05,"['gavin', 'be', 'kinda', 'badass', 'in', 'this', 'vid']",1774
2022-02-05,"['only', 'very', 'high', 'resolution', 'radar', 'be', 'relevant']",2512
2022-02-05,"['we', 'have', 'to', 'solve', 'a', 'huge', 'part', 'of', 'ai', 'just', 'to', 'make', 'car', 'drive', 'themselves', '.', 'in', 'retrospect', ',', 'it', 'be', 'inevitable', '.', 'the', 'road', 'system', 'be', 'design', 'for', 'camera', '(', 'eye', ')', '&', 'amp', ';', 'neural', 'net', '(', 'brain', ')', '.']",3997
2022-02-05,"['double-standard', '?']",39818
2022-02-05,[],34054
2022-02-05,"['it', '’', 's', 'not', 'my', 'money']",97958
2022-02-04,"['a', 'bigger', 'win', 'than', 'it', 'may', 'seem']",14788
2022-02-04,['💯'],21909
2022-02-04,['😢'],7084
2022-02-04,['yes'],8597
2022-02-04,"['thursday', 'next', 'week', 'at', '8p', 'm', 'texas', 'time']",10852
2022-02-04,"['starship', 'aspire', 'to', 'be', 'the', 'first', 'fully', 'reusable', 'orbital', 'launch', 'vehicle', ',', 'the', 'holy', 'grail', 'of', 'rocketry', '.', 'this', 'be', 'the', 'critical', 'breakthrough', 'need', 'to', 'make', 'life', 'multiplanetary', '.']",4485
2022-02-04,"['and', 'all', 'the', 'form', 'of', 'life', 'on', 'earth']",2940
2022-02-04,"['becoming', 'multiplanetary', 'be', 'essential', 'to', 'extend', 'dramatically', 'the', 'probable', 'lifespan', 'of', 'civilization']",6620
2022-02-04,"['starship', 'be', 'in', 'a', 'different', 'league', '.', 'orders', 'of', 'magnitude', 'more', 'mass', 'to', 'orbit', 'than', 'falcon', '.', 'necessary', 'for', 'create', 'a', 'self-sustaining', 'city', 'on', 'mars', '.']",4089
2022-02-04,"['if', 'thing', 'go', 'well', ',', 'falcon', 'will', 'launch', 'about', 'once', 'a', 'week', 'on', 'average', 'in', '2022', ',', 'deliver', '~', '2/3', 'of', 'all', 'earth', 'payload', 'to', 'orbit']",39873
2022-02-04,"['tesla', 'be', 'work', 'hard', 'to', 'provide', 'more', 'megapacks', 'for', 'grid', 'stabilization']",7401
2022-02-04,"['congrats', 'spacex', 'falcon', 'team', '!']",76197
2022-02-04,"['exactly', '.', 'the', 'terminology', 'be', 'anachronistic', '.']",11196
2022-02-03,"['who', 'control', 'the', 'meme', ',', 'controls', 'the', 'universe', '.']",37563
2022-02-03,['sigh'],10603
2022-02-02,"['high', 'latitude', 'be', 'operational', 'probably', 'this', 'summer']",2919
2022-02-02,"['haha', 'seriously']",18133
2022-02-02,"['spacex', 'standard', 'antenna', 'production', 'rise', 'rapidly', 'this', 'year', ',', 'so', 'those', 'with', 'order', 'shouldn', '’', 't', 'have', 'to', 'wait', 'long', '.', 'note', ',', 'starlink', 'can', 'only', 'support', 'a', 'limited', 'number', 'of', 'user', 'in', 'an', 'area', ',', 'so', 'best', 'to', 'order', 'early', '.']",17980
2022-02-02,['💯'],9139
2022-02-02,"['tunnels', '…']",5842
2022-02-02,"['exciting', 'progress', 'at', 'starbase', ',', 'texas', '!']",161050
2022-02-02,"['320', 'bar', 'be', 'achievable', ',', 'maybe', 'even', '330']",5590
2022-02-02,"['this', 'be', 'twice', 'the', 'area', 'of', 'our', 'standard', 'phase', 'array', 'with', 'broader', 'scan', 'angle']",23901
2022-02-02,"['thanks', 'for', 'let', 'me', 'know', '.', 'will', 'be', 'fix', 'soon', '.']",6925
2022-02-02,"['thanks', 'for', 'the', 'deep', 'belly', 'laugh', '🤣', '🤣']",7723
2022-02-02,"['starlink', 'high', 'performance', 'antenna']",51556
2022-02-02,"['will', 'begin', 'limited', 'rollout', 'to', 'canada', 'this', 'month', '.', 'safety', 'be', 'paramount', ',', 'so', 'we', 'have', 'to', 'confirm', 'no', 'significant', 'issue', ',', 'give', 'slightly', 'different', 'road', 'rule', '.']",3794
2022-02-02,"['he', '’', 's', 'actually', 'a', 'lobbyist', ',', 'not', 'a', 'journalist', '.', 'there', 'be', 'many', 'who', 'pose', 'as', 'the', 'latter', 'while', 'behave', 'like', 'the', 'former', '.', 'no', 'integrity', '.', 'indeed', ',', 'there', 'be', 'no', 'safety', 'issue', '.', 'the', 'car', 'simply', 'slow', 'to', '~', '2', 'mph', '&', 'amp', ';', 'continue', 'forward', 'if', 'clear', 'view', 'with', 'no', 'car', 'or', 'pedestrian', '.']",5250
2022-02-01,['yes'],6023
2022-02-01,['same'],1429
2022-02-01,"['dragon', 'hover', 'test']",13013
2022-02-01,"['will', 'upload', 'some', 'video', 'tomorrow']",21381
2022-02-01,"['harbinger', 'battle', 'on', 'l', 'be', 'tough']",6742
2022-02-01,"['tesla', 'be', 'as', 'much', 'a', 'software', 'company', 'as', 'it', 'be', 'a', 'hardware', 'company', ',', 'both', 'in', 'car', 'and', 'in', 'factory', '.', 'this', 'be', 'not', 'widely', 'understood', '.']",9177
2022-02-01,"['tesla', 'have', 'great', 'respect', 'for', 'software', 'engineering', ',', 'they', 'do', 'not']",6097
2022-02-01,['…'],4937
2022-02-01,"['16', 'story', 'tall', 'rocket', ',', 'travel', 'several', 'time', 'faster', 'than', 'a', 'bullet', ',', 'backflips', '&', 'amp', ';', 'fire', 'engines', 'to', 'return', 'to', 'launch', 'site']",50526
2022-02-01,"['denmark', 'just', 'end', 'covid', 'restriction']",193485
2022-02-01,"['🤣', '🤣']",12629
2022-01-31,"['they', '’', 've', 'be', 'write', 'bogus', 'article', 'about', 'tesla', '(', 'and', 'me', ')', 'for', 'year', '.', 'in', 'the', 'end', ',', 'it', 'be', 'their', 'own', 'credibility', 'that', 'suffers', '.']",7635
2022-01-31,[],50158
2022-01-31,"['dave', ',', 'i', 'know', 'you', '’', 're', 'a', 'fan', ',', 'but', 'this', 'be', 'a', 'silly', 'question', '.', 'i', 'don', '’', 't', 'drive', 'program', 'because', 'i', 'want', 'to', ',', 'but', 'because', 'i', 'have', 'to', '.']",10680
2022-01-31,[],204352
2022-01-31,"['halo', 'infinite', 'campaign', 'be', 'good']",265379
2022-01-31,"['i', '’', 'm', 'driving', 'this', 'program', 'personally', ',', 'as', 'be', 'the', 'case', 'for', 'almost', 'all', 'new', 'program']",17181
2022-01-31,[],37630
2022-01-31,"['for', 'reason', 'unknown', ',', 'be', 'unable', 'to', 'say', 'the', 'word', '“', 'tesla', '”']",98484
2022-01-30,"['if', 'the', 'government', 'have', 'the', 'mandate', 'of', 'the', 'people', ',', 'there', 'would', 'be', 'a', 'significant', 'counter-protest', '.', 'there', 'be', 'not', ',', 'therefore', 'they', 'do', 'not', '.']",22630
2022-01-30,"['🔥', '🔥']",9237
2022-01-30,"['how', 'many', 'gene', 'sequence', 'change', 'to', 'covid', '-', '19', 'before', 'it', 'isn', '’', 't', '“', 'covid', '-', '19', '”', 'anymore', '?', 'og', 'covid', '-', '19', 'end', 'a', 'long', 'time', 'ago', '.']",18015
2022-01-30,"['protesting', 'in', 'a', 'canadian', 'winter', 'show', 'real', 'commitment', '!']",29420
2022-01-30,"['it', 'would', 'appear', 'that', 'the', 'so-called', '“', 'fringe', 'minority', '”', 'be', 'actually', 'the', 'government']",80305
2022-01-30,"['so', 'many', 'hitlers', '!']",255978
2022-01-30,"['a', 'step', 'in', 'the', 'right', 'direction']",4157
2022-01-30,"['great', 'interviewer', '!']",12844
2022-01-30,[],324341
2022-01-30,"['if', 'canadian', 'government', 'be', 'suppress', 'peaceful', 'protest', ',', 'that', '‘', 's', 'where', 'fascism', 'lie', '&', 'amp', ';', 'cartoonist', 'be', 'just', 'a', 'shill']",7323
2022-01-30,['yup'],6335
2022-01-30,[],398533
2022-01-30,"['now', 'that', 'the', 'big', 'automotive', 'advertiser', 'be', 'make', 'evs', ',', 'you', 'will', 'see', 'far', 'fewer', 'article', 'about', 'evs', 'catch', 'on', 'fire', '.', 'it', 'be', 'not', 'surprising', 'that', 'internal', 'combustion', 'engine', 'car', 'have', 'a', 'tendency', 'to', 'combust', 'externally', 'too', '.']",17183
2022-01-30,"['just', 'rewatched', 'true', 'romance', '♥', '️']",113421
2022-01-30,"['the', 'ratio', 'of', 'machine', 'to', 'human', 'compute', 'skyrocket']",8337
2022-01-30,['true'],7216
2022-01-29,"['voters', 'should', 'call', 'their', 'elected', 'politician', 'now', 'to', 'make', 'it', 'clear', 'how', 'they', 'feel']",17609
2022-01-29,"['lie', 'back', 'and', 'think', 'of', 'mars']",207388
2022-01-29,"['we', 'need', 'serious', 'tonnage', 'to', 'mars']",9916
2022-01-29,[],221559
2022-01-29,"['the', 'universe', 'be', 'a', 'hydrogen', 'sonata']",126733
2022-01-29,"['there', 'be', 'many', 'faux', '🦄']",9760
2022-01-29,"['it', 'have', 'be', 'a', 'very', 'long', 'road']",12783
2022-01-29,"['interesting', 'idea']",69662
2022-01-29,"['there', 'will', 'only', 'be', 'evs', 'in', 'the', 'future']",6122
2022-01-28,"['excited', 'for', 'future', 'of', 'solar', 'at', 'tesla', '!']",13635
2022-01-28,"['tesla', 'will', 'support', 'fsd', 'licensing', 'by', 'other', 'manufacturer']",6737
2022-01-28,"['disney', 'in', 'the', 'street', ',', 'euphoria', 'in', 'the', 'sheet']",46810
2022-01-28,"['i', 'have', 'one']",37931
2022-01-28,"['given', 'how', 'hard', 'insanely', 'fsd', 'be', ',', 'i', 'think', 'it', 'may', 'take', '5', 'year', 'or', 'more', 'before', 'any', 'company', 'besides', 'tesla', 'solve', 'it']",9667
2022-01-28,"['i', 'have', 'a', 'feeling', 'that', 'the', 'gerrymandering', 'will', 'not', 'work', 'as', 'well', 'as', 'they', 'think']",12178
2022-01-28,"['and', 'in', 'the', 'darkness', 'bind', 'them']",204510
2022-01-28,"['honestly', ',', 'i', 'would', 'let', 'the', 'border', 'region', 'vote', '.', 'let', 'the', 'people', 'there', 'actually', 'decide', '.']",4885
2022-01-28,"['vote', 'them', 'out']",72734
2022-01-28,"['if', 'you', 'scare', 'people', 'enough', ',', 'they', 'will', 'demand', 'removal', 'of', 'freedom', '.', 'this', 'be', 'the', 'path', 'to', 'tyranny', '.']",566001
2022-01-28,"['seems', 'odd', 'that', 'the', 'un', 'still', 'hasn', '’', 't', 'release', '2020', 'world', 'death', 'rate']",274596
2022-01-28,"['freedom', 'be', 'be', 'strip', 'away', 'one', 'piece', 'at', 'a', 'time', 'until', 'it', 'be', 'go']",66518
2022-01-28,"['manganese', 'also', 'require', 'less', 'lithium', ',', 'as', 'it', 'operate', 'at', 'higher', 'voltage']",2619
2022-01-28,"['just', 'that', 'manganese', 'be', 'an', 'alternative', 'to', 'iron', '&', 'amp', ';', 'phosphorus', 'for', 'scale', 'cathode', 'production', 'to', 'several', 'twh', '/', 'year']",3297
2022-01-28,['exactly'],4426
2022-01-28,"['your', 'policy', 'be', 'directly', 'responsible', 'for', 'the', 'outrageously', 'high', 'insurance', 'premium', 'pay', 'by', 'californians']",6407
2022-01-28,"['you', 'should', 'be', 'vote', 'out', 'of', 'office']",7361
2022-01-28,"['cb', 'radio', 'be', 'free', 'from', 'govt', '/', 'media', 'control']",119434
2022-01-28,['🤣'],7845
2022-01-28,['exactly'],8685
2022-01-27,['👍'],4905
2022-01-27,['💯'],4163
2022-01-27,"['i', 'be', 'in', 'awe', 'of', 'sweden']",11334
2022-01-27,"['canadian', 'trucker', 'rule']",441323
2022-01-27,"['biden', 'be', 'treat', 'the', 'american', 'public', 'like', 'fool']",33753
2022-01-27,['🤣'],10052
2022-01-27,"['biden', 'be', 'a', 'damp', '🧦', 'puppet', 'in', 'human', 'form']",56750
2022-01-27,"['i', 'might', 'have', 'make', 'it', 'too', 'pointy', '!']",5055
2022-01-27,"['starts', 'with', 'a', 't', 'ends', 'with', 'an', 'a', 'esl', 'in', 'the', 'middle']",87018
2022-01-27,"['je', 'm', '’', 'aple', 'syrup']",162185
2022-01-27,"['they', '’', 're', 'be', 'drive', 'around', 'in', 'limousine', ',', 'so', 'they', 'can', '’', 't', 'grok', 'it']",9429
2022-01-27,"['sounds', 'about', 'right', 'for', 'autonomous', 'car', '.', 'optimus', 'will', 'greatly', 'exceed', 'this', '.', 'the', 'economy', 'will', 'be', 'as', 'big', 'as', 'people', 'want', 'it', 'to', 'be', '.', 'there', 'will', 'be', 'no', 'scarcity', ',', 'except', 'that', 'which', 'be', 'artificially', 'create', '.']",5273
2022-01-27,"['♥', '️']",18731
2022-01-26,"['they', 'appear', 'to', 'have', 'some', 'room', 'for', 'improvement']",20072
2022-01-26,[],5246
2022-01-26,['💯'],7548
2022-01-26,['🤣'],10133
2022-01-26,"['been', 'drive', 'latest', 'cybertruck', 'prototype', 'around', 'giga', 'texas', '.', 'it', '’', 's', 'awesome', '!']",228613
2022-01-26,"['i', 'have', 'trouble', 'understand', 'any', 'other', 'motivation', 'tbh']",6630
2022-01-25,['nice'],17106
2022-01-25,"['it', '’', 's', 'like', 'he', 'could', 'see', 'the', 'future', '!']",20193
2022-01-25,[],496419
2022-01-25,"['i', 'will', 'eat', 'a', 'happy', 'meal', 'on', 'tv', 'if', 'accepts', 'dogecoin']",422498
2022-01-25,"['this', 'be', 'a', 'matter', 'of', 'much', 'internal', 'debate']",3502
2022-01-25,"['our', 'biggest', 'limitation', 'with', 'fremont', 'be', 'convince', 'enough', 'associate', 'to', 'build', 'car', 'when', 'they', 'have', 'so', 'many', 'other', 'job', 'opportunity', 'in', 'the', 'bay', 'area', '!', 'thanks', 'again', 'tesla', 'team', 'for', 'do', 'the', 'hard', 'work', 'of', 'build', 'real', 'product', 'that', 'people', 'love', '♥', '️']",4376
2022-01-25,[],390528
2022-01-25,[],283174
2022-01-25,"['i', 'sense', 'a', 'trend']",19477
2022-01-21,"['great', 'wisdom']",8299
2022-01-21,"['twitter', 'be', 'spend', 'engineering', 'resource', 'on', 'this', 'b', 'while', 'crypto', 'scammer', 'be', 'throw', 'a', 'spambot', 'block', 'party', 'in', 'every', 'thread', '!', '?']",149078
2022-01-21,['🤣'],11151
2022-01-21,"['this', 'be', 'annoy']",220570
2022-01-21,"['this', 'be', 'a', 'hard', 'thing', 'for', 'us', 'to', 'do', 'right', 'now', ',', 'as', 'we', 'don', '’', 't', 'have', 'enough', 'satellite', 'with', 'laser', 'link', 'and', 'there', 'be', 'already', 'geo', 'sat', 'that', 'serve', 'the', 'tonga', 'region', '.', 'that', 'be', 'why', 'i', '’', 'm', 'ask', 'for', 'clear', 'confirmation', '.']",7532
2022-01-21,"['yeah', ',', 'this', 'save', 'a', 'whole', 'tap', '.', 'just', 'swipe', 'down', 'for', 'auto', 'navigate', '.']",2185
2022-01-21,"['could', 'people', 'from', 'tonga', 'let', 'us', 'know', 'if', 'it', 'be', 'important', 'for', 'spacex', 'to', 'send', 'over', 'starlink', 'terminal', '?']",27497
2022-01-21,['wtf'],5688
2022-01-21,"['an', 'suv', 'that', 'be', 'faster', 'than', 'a', 'formula', '1', 'race', 'car']",6717
2022-01-21,"['baby', 'x', 'be', 'just', 'like', 'this', 'haha']",19027
2022-01-21,"['most', 'people', 'have', 'no', 'idea']",4715
2022-01-20,['yeah'],22083
2022-01-20,"['maybe', 'something', 'like', 'this']",88384
2022-01-20,[],329909
2022-01-20,"['frank', '&', 'amp', ';', 'beans']",69209
2022-01-20,"['it', '’', 's', 'true', '–', 'i', 'do', 'think', 'a', 'lot', 'about', 'rocket', 'engine', 'chamber', 'pressure', 'ahaha']",17798
2022-01-19,['same'],6327
2022-01-19,['ok'],3090
2022-01-19,"['but', 'be', 'he', 'play', 'it', 'on', 'legendary', 'difficulty', '?']",8471
2022-01-19,"['will', 'do', 'our', 'best', '.', 'decentralized', 'control', 'of', 'the', 'robot', 'will', 'be', 'critical', '.']",7080
2022-01-19,"['sheer', 'luck']",5241
2022-01-19,"['i', 'hear', 'version', 'of', 'this', 'often', 'irl']",3327
2022-01-19,"['tesla', 'ai', 'might', 'play', 'a', 'role', 'in', 'agi', ',', 'give', 'that', 'it', 'train', 'against', 'the', 'outside', 'world', ',', 'especially', 'with', 'the', 'advent', 'of', 'optimus']",88469
2022-01-19,[],176498
2022-01-19,"['believe', 'in', 'the', 'future', '!']",376685
2022-01-19,"['back', 'to', 'the', 'moon', 'soon']",111677
2022-01-19,[],273874
2022-01-19,"['another', '49', 'starlinks', 'reach', 'orbit']",22322
2022-01-19,"['i', 'be', 'just', 'there', '.', 'good', 'progress', '!']",5149
2022-01-19,"['people', 'do', 'not', 'yet', 'understand', 'how', 'valuable', 'an', 'autonomous', 'vehicle', 'will', 'be']",11087
2022-01-19,[],1759
2022-01-19,"['last', 'year', ',', 'japan', 'have', '~', '800k', 'birth', '&', 'amp', ';', 'life', 'expectancy', 'be', '85', 'year', '(', 'impressively', 'high', '!', ')', ',', 'imply', 'future', 'population', 'of', 'only', '68m', ',', 'drop', 'almost', 'half', 'from', 'current', 'population', 'of', '126m', '.', 'that', '’', 's', 'a', 'lot', 'of', 'ghost', 'town', '&', 'amp', ';', 'city', '.']",7560
2022-01-19,"['tragic', 'case', 'of', 'ego', '/', 'ability', '&', 'gt', ';', '&', 'gt', ';', '1']",2372
2022-01-18,[],26956
2022-01-18,[],25235
2022-01-18,"['if', 'there', 'aren', '’', 't', 'enough', 'people', 'for', 'earth', ',', 'then', 'there', 'definitely', 'win', '’', 't', 'be', 'enough', 'for', 'mars', '☹', '️']",57330
2022-01-18,"['trying', 'to', 'set', 'a', 'good', 'example', '😀']",14195
2022-01-18,['exactly'],4159
2022-01-18,"['un', 'projection', 'be', 'utter', 'nonsense', '.', 'just', 'multiply', 'last', 'year', '’', 's', 'birth', 'by', 'life', 'expectancy', '.', 'given', 'downward', 'trend', 'in', 'birth', 'rate', ',', 'that', 'be', 'best', 'case', 'unless', 'reverse', '.']",43041
2022-01-18,"['we', 'should', 'be', 'much', 'more', 'worried', 'about', 'population', 'collapse']",196331
2022-01-18,"['i', 'see', 'where', 'frank', 'herbert', 'get', 'some', 'of', 'his', 'idea']",7015
2022-01-18,['🤣'],4017
2022-01-18,['yup'],2911
2022-01-18,"['honestly', 'i', 'woulda', 'click', 'it']",8341
2022-01-18,"['spatial', '&', 'amp', ';', 'temporal', 'memory', 'be', 'improve', ',', 'so', 'there', 'will', 'be', 'less', 'flicker']",11258
2022-01-18,"['yeah', ',', 'unfortunately', 'this', 'be', 'become', 'a', 'security', 'issue']",11996
2022-01-18,"['cool', ',', 'we', '’', 're', 'both', 'born', '69', 'day', 'after', '4/20', 'haha']",35827
2022-01-18,"['i', 'obv', 'can', '’', 't', 'comment', 'on', 'every', 'rumor', ',', 'but', 'this', 'isn', '’', 't', 'true', '.', 'am', 'head', 'to', 'berlin', 'mid', 'feb', ',', 'not', 'this', 'week', '.']",8502
2022-01-18,"['pretty', 'wild']",17002
2022-01-18,"['the', 'most', 'entertaining', 'outcome', 'be', 'the', 'most', 'likely']",22642
2022-01-17,"['accurate', 'video', '🤣']",3865
2022-01-17,"['10.9', 'go', 'out', 'later', 'this', 'week']",3782
2022-01-17,"['indeed', '🧐']",9287
2022-01-17,"['🤣', '👍']",8255
2022-01-17,['yeah'],15280
2022-01-17,"['we', 'will', 'start', 'roll', 'out', 'fsd', 'beta', 'in', 'canada', 'cautiously', 'in', 'next', '2', 'to', '4', 'week']",7322
2022-01-17,['😅'],70707
2022-01-17,"['good', 'thing', 'i', 'never', 'tweet', 'anything', 'controversial']",260341
2022-01-17,"['green', 'hills', 'software', 'be', 'a', 'pile', 'of', 'trash', '.', 'linux', 'ftw', '.']",9521
2022-01-17,"['it', 'be', 'hearten', 'to', 'see', 'the', 'rise', 'of', 'individualist', 'vs', 'corporate', 'medium']",331899
2022-01-17,"['in', 'theory', ',', 'it', 'save', 'land', 'leg', 'mass', '&', 'amp', ';', 'enable', 'immediate', 'reflight', 'of', 'an', 'otherwise', 'unwieldy', ',', 'giant', 'rocket']",7364
2022-01-17,['correct'],12526
2022-01-16,"['good', 'campaign']",22961
2022-01-16,"['there', 'sure', 'be', 'a', 'lot', 'of', 'interest', 'way', 'to', 'arrange', 'pixel']",10650
2022-01-16,"['ai', 'in', 'a', 'box', 'that', 'be', 'a', 'hall', 'of', 'mirror', 'from', 'the', 'inside']",11982
2022-01-16,"['civilization', 'be', 'only', '~', '5000', 'year', 'old']",6939
2022-01-16,"['so', 'informative']",247354
2022-01-16,"['there', 'be', 'a', '💯', 'chance', 'of', '*', 'all', '*', 'specie', 'extinction', 'due', 'to', 'expansion', 'of', 'the', 'sun', ',', 'unless', 'humanity', 'make', 'life', 'multiplanetary']",8608
2022-01-16,[],6781
2022-01-16,"['firmware', 'fix', 'to', 'recalibrate', 'heat', 'pump', 'expansion', 'valve', 'be', 'roll', 'out', 'now']",5033
2022-01-16,"['fixing', 'this', 'be', 'a', 'high', 'priority']",7852
2022-01-16,[],200424
2022-01-15,"['1469', 'starlink', 'satellite', 'active', '272', 'move', 'to', 'operational', 'orbit', 'laser', 'link', 'activate', 'soon']",145423
2022-01-15,"['big', 'difference']",14951
2022-01-15,['🔝'],194441
2022-01-15,"['birds', 'be', 'a', 'myth']",30302
2022-01-14,['😮'],10583
2022-01-14,"['tesla', 'merch', 'buyable', 'with', 'dogecoin']",332825
2022-01-14,"['yeah', ',', 'doesn', '’', 't', 'make', 'sense']",8226
2022-01-14,"['almost', 'all', 'input', 'be', 'error', '.', 'car', 'should', 'do', 'the', 'right', 'thing', 'automatically', '.']",9527
2022-01-14,['dojo'],4686
2022-01-13,['yup'],3197
2022-01-13,"['turns', 'out', '…', 'yes']",3334
2022-01-13,"['still', 'work', 'through', 'a', 'lot', 'of', 'challenge', 'with', 'the', 'government']",34821
2022-01-12,"['great', 'explanation', '!']",3071
2022-01-12,"['he', 'be', 'truly', 'exceptional']",12564
2022-01-12,"['bizarre', 'anti-environment', 'move', 'by', 'govt', 'of', 'california']",70307
